16384 2:-0.405405 3:-0.428571 4:-0.858407 5:-0.913582 6:-0.936113 7:-0.917051 8:-0.923269 
16384 2:-0.256757 3:-0.310924 4:-0.849558 5:-0.878165 6:-0.906523 7:-0.910467 8:-0.883408 
16384 2:-0.337838 3:-0.361345 4:-0.858407 5:-0.889145 6:-0.915938 7:-0.915734 8:-0.903338 
16384 2:-0.22973 3:-0.260504 4:-0.849558 5:-0.861519 6:-0.901143 7:-0.892034 8:-0.863478 
16384 1:-1 2:0.0405405 3:0.092437 4:-0.769912 5:-0.548787 6:-0.597848 7:-0.599737 8:-0.684106 
16384 1:-1 2:0.027027 3:0.00840336 4:-0.787611 5:-0.683018 6:-0.763282 7:-0.727452 8:-0.704036 
16384 1:1 2:0.121622 3:0.142857 4:-0.752212 5:-0.612538 6:-0.70343 7:-0.665569 8:-0.704036 
16384 1:1 2:-0.202703 3:-0.243697 4:-0.814159 5:-0.835665 6:-0.879623 7:-0.847268 8:-0.853513 
16384 1:-1 2:-0.108108 3:-0.159664 4:-0.831858 5:-0.75456 6:-0.805649 7:-0.765635 8:-0.803687 
16384 1:-1 2:0.0675676 3:0.0252101 4:-0.769912 5:-0.66708 6:-0.756557 7:-0.701119 8:-0.704036 
16384 1:1 2:0.0135135 3:-0.00840336 4:-0.823009 5:-0.741101 6:-0.804304 7:-0.734036 8:-0.763827 
16384 1:1 2:-0.162162 3:-0.142857 4:-0.823009 5:-0.799894 6:-0.858104 7:-0.803818 8:-0.803687 
16384 1:1 2:0.337838 3:0.361345 4:-0.752212 5:-0.326014 6:-0.400807 7:-0.457538 8:-0.514699 
303.38067525161051 1:1 2:0.810811 3:0.781513 4:-0.619469 5:0.768727 6:0.244788 7:0.241606 8:0.392128 
16384 1:-1 2:0.364865 3:0.344538 4:-0.787611 5:-0.241013 6:-0.357095 7:-0.281106 8:-0.474838 
16384 1:-1 2:0.378378 3:0.327731 4:-0.716814 5:-0.238534 6:-0.329523 7:-0.24424 8:-0.504733 
16384 1:1 2:0.108108 3:0.159664 4:-0.761062 5:-0.531787 6:-0.580363 7:-0.640553 8:-0.604385 
10384.305731374876 1:1 2:0.27027 3:0.243697 4:-0.761062 5:-0.403223 6:-0.499664 7:-0.448321 8:-0.534629 
16384 1:-1 2:0.027027 3:0.0588235 4:-0.814159 5:-0.652559 6:-0.710827 7:-0.673469 8:-0.733931 
16384 1:1 2:0.256757 3:0.226891 4:-0.725664 5:-0.478307 6:-0.528581 7:-0.601053 8:-0.574489 
16384 1:1 2:0.0405405 3:0.092437 4:-0.761062 5:-0.659996 6:-0.722932 7:-0.678736 8:-0.714001 
16384 2:0.0540541 3:0.0756303 4:-0.787611 5:-0.667788 6:-0.702757 7:-0.687953 8:-0.723966 
16384 2:-0.0810811 3:-0.092437 4:-0.823009 5:-0.773685 6:-0.794889 7:-0.844635 8:-0.793722 
16384 1:1 2:0.0810811 3:0.0756303 4:-0.778761 5:-0.581371 6:-0.628783 7:-0.698486 8:-0.644245 
16384 1:-1 2:0.0675676 3:0.0756303 4:-0.778761 5:-0.603683 6:-0.662408 7:-0.640553 8:-0.644245 
16384 2:-0.216216 3:-0.193277 4:-0.831858 5:-0.824332 6:-0.856759 7:-0.857801 8:-0.843548 
16384 2:-0.148649 3:-0.142857 4:-0.823009 5:-0.787498 6:-0.845326 7:-0.832785 8:-0.773792 
16384 1:-1 2:0.148649 3:0.142857 4:-0.752212 5:-0.494599 6:-0.575656 7:-0.537854 8:-0.524664 
16384 1:-1 2:0.108108 3:0.0420168 4:-0.787611 5:-0.584558 6:-0.638198 7:-0.656353 8:-0.65421 
16384 1:-1 2:0.189189 3:0.210084 4:-0.752212 5:-0.510182 6:-0.582381 7:-0.601053 8:-0.604385 
16384 1:-1 2:0.364865 3:0.361345 4:-0.787611 5:-0.29768 6:-0.379287 7:-0.373272 8:-0.444943 
16384 2:0.121622 3:0.092437 4:-0.787611 5:-0.626704 6:-0.710155 7:-0.635286 8:-0.694071 
16384 2:-0.0135135 3:-0.0252101 4:-0.823009 5:-0.742164 6:-0.837256 7:-0.763002 8:-0.763827 
16384 2:-0.162162 3:-0.159664 4:-0.831858 5:-0.822915 6:-0.878278 7:-0.856485 8:-0.823617 
16384 1:1 2:-0.148649 3:-0.176471 4:-0.840708 5:-0.785019 6:-0.809011 7:-0.831468 8:-0.833582 
16384 2:-0.22973 3:-0.260504 4:-0.80531 5:-0.836019 6:-0.873571 7:-0.863068 8:-0.833582 
16384 2:-0.135135 3:-0.193277 4:-0.823009 5:-0.809102 6:-0.821116 7:-0.915734 8:-0.833582 
16384 1:-1 2:-0.0945946 3:-0.092437 4:-0.814159 5:-0.743935 6:-0.787492 7:-0.798552 8:-0.763827 
16384 2:-0.22973 3:-0.243697 4:-0.814159 5:-0.860457 6:-0.907868 7:-0.882818 8:-0.843548 
16384 2:-0.0810811 3:-0.142857 4:-0.80531 5:-0.791394 6:-0.835911 7:-0.851218 8:-0.804684 
16384 1:1 2:-0.175676 3:-0.226891 4:-0.823009 5:-0.812644 6:-0.846671 7:-0.840685 8:-0.853513 
16384 1:-1 2:0.189189 3:0.176471 4:-0.787611 5:-0.543829 6:-0.61197 7:-0.631336 8:-0.650224 
16384 2:-0.0405405 3:-0.0420168 4:-0.787611 5:-0.748185 6:-0.798252 7:-0.831468 8:-0.794718 
16384 1:-1 2:0.202703 3:0.176471 4:-0.787611 5:-0.557287 6:-0.645595 7:-0.628703 8:-0.642252 
16384 1:-1 2:0.0540541 3:-0.00840336 4:-0.79646 5:-0.703205 6:-0.790854 7:-0.761685 8:-0.734928 
16384 1:-1 2:0.027027 3:-0.00840336 4:-0.752212 5:-0.634142 6:-0.704102 7:-0.668203 8:-0.733931 
16384 1:1 2:-0.121622 3:-0.210084 4:-0.79646 5:-0.803435 6:-0.851379 7:-0.849901 8:-0.853513 
16384 2:-0.216216 3:-0.310924 4:-0.79646 5:-0.846998 6:-0.875588 7:-0.884134 8:-0.863478 
16384 1:1 2:-0.162162 3:-0.176471 4:-0.831858 5:-0.831415 6:-0.882313 7:-0.845951 8:-0.833582 
16384 2:0.22973 3:0.226891 4:-0.672566 5:-0.468744 6:-0.599193 7:-0.59052 8:-0.59442 
16384 1:-1 2:0.0405405 3:0.00840336 4:-0.769912 5:-0.676997 6:-0.743107 7:-0.723502 8:-0.743896 
16384 2:0.0675676 3:0.0588235 4:-0.787611 5:-0.668142 6:-0.753194 7:-0.723502 8:-0.694071 
16384 1:-1 2:-0.027027 3:-0.0588235 4:-0.80531 5:-0.732247 6:-0.773369 7:-0.774852 8:-0.783757 
16384 2:0.0675676 3:0.0588235 4:-0.752212 5:-0.648309 6:-0.71957 7:-0.678736 8:-0.714001 
16384 2:0.0540541 3:0.092437 4:-0.769912 5:-0.67983 6:-0.746469 7:-0.790652 8:-0.694071 
16384 1:-1 2:-0.189189 3:-0.210084 4:-0.79646 5:-0.809811 6:-0.876261 7:-0.827518 8:-0.826607 
16384 1:-1 2:-0.0135135 3:0.00840336 4:-0.79646 5:-0.707455 6:-0.788164 7:-0.757735 8:-0.741903 
16384 1:1 2:-0.0675676 3:-0.092437 4:-0.79646 5:-0.79706 6:-0.866846 7:-0.851218 8:-0.776781 
16384 1:-1 2:-0.175676 3:-0.210084 4:-0.814159 5:-0.819373 6:-0.868191 7:-0.867018 8:-0.833582 
16384 1:1 2:-0.337838 3:-0.361345 4:-0.867257 5:-0.89127 6:-0.922663 7:-0.901251 8:-0.905331 
16384 2:0.297297 3:0.243697 4:-0.681416 5:-0.381619 6:-0.504371 7:-0.473338 8:-0.494768 
16384 2:0.310811 3:0.294118 4:-0.707965 5:-0.434744 6:-0.550773 7:-0.544437 8:-0.504733 
16384 2:0.0945946 3:0.0588235 4:-0.787611 5:-0.63733 6:-0.72226 7:-0.656353 8:-0.694071 
16384 2:0.108108 3:0.12605 4:-0.778761 5:-0.582787 6:-0.615333 7:-0.63002 8:-0.763827 
16384 2:0.148649 3:0.109244 4:-0.734513 5:-0.557641 6:-0.650975 7:-0.56287 8:-0.684106 
12394.586700266978 2:0.202703 3:0.159664 4:-0.743363 5:-0.533912 6:-0.642233 7:-0.723502 8:-0.564524 
16384 2:0.189189 3:0.159664 4:-0.787611 5:-0.53462 6:-0.637525 7:-0.529954 8:-0.664175 
16384 1:-1 2:0.0810811 3:-0.00840336 4:-0.79646 5:-0.681247 6:-0.770679 7:-0.759052 8:-0.694071 
16384 1:1 2:-0.256757 3:-0.327731 4:-0.884956 5:-0.874624 6:-0.906523 7:-0.899934 8:-0.883408 
16384 2:0.108108 3:0.00840336 4:-0.769912 5:-0.589871 6:-0.671822 7:-0.65372 8:-0.668161 
16384 2:-0.027027 3:-0.0756303 4:-0.778761 5:-0.71383 6:-0.774714 7:-0.723502 8:-0.811659 
16384 1:-1 2:-0.0945946 3:-0.109244 4:-0.79646 5:-0.727289 6:-0.779422 7:-0.736669 8:-0.806677 
16384 2:0.0135135 3:-0.00840336 4:-0.752212 5:-0.665663 6:-0.718897 7:-0.714286 8:-0.748879 
16384 2:0.0135135 3:-0.0252101 4:-0.761062 5:-0.687622 6:-0.735709 7:-0.770902 8:-0.768809 
16384 2:0.310811 3:0.243697 4:-0.752212 5:-0.351514 6:-0.462677 7:-0.481238 8:-0.484803 
16384 2:0.364865 3:0.310924 4:-0.734513 5:-0.373473 6:-0.486214 7:-0.450955 8:-0.494768 
16384 2:0.283784 3:0.243697 4:-0.734513 5:-0.430494 6:-0.495629 7:-0.55102 8:-0.514699 
16384 2:0.0405405 3:0.00840336 4:-0.752212 5:-0.651851 6:-0.710827 7:-0.651086 8:-0.773792 
16384 1:-1 2:-0.0945946 3:-0.159664 4:-0.823009 5:-0.744289 6:-0.767989 7:-0.830151 8:-0.783757 
16384 2:0.135135 3:0.12605 4:-0.778761 5:-0.530016 6:-0.619368 7:-0.57472 8:-0.604385 
16384 2:0.202703 3:0.243697 4:-0.699115 5:-0.519391 6:-0.624748 7:-0.54312 8:-0.61435 
6636.5869592729214 1:1 2:0.0135135 3:-0.0588235 4:-0.752212 5:-0.673809 6:-0.780767 7:-0.801185 8:-0.704036 
16384 1:-1 2:-0.108108 3:-0.142857 4:-0.787611 5:-0.782185 6:-0.815736 7:-0.848585 8:-0.813652 
16384 1:-1 2:-0.202703 3:-0.210084 4:-0.79646 5:-0.824332 6:-0.852051 7:-0.851218 8:-0.853513 
16384 2:0.216216 3:0.193277 4:-0.690265 5:-0.382327 6:-0.519166 7:-0.456221 8:-0.59442 
16384 2:0.243243 3:0.226891 4:-0.743363 5:-0.345493 6:-0.466039 7:-0.483871 8:-0.504733 
16384 1:-1 2:-0.162162 3:-0.12605 4:-0.80531 5:-0.798831 6:-0.836584 7:-0.834101 8:-0.836572 
16384 1:-1 2:-0.148649 3:-0.176471 4:-0.823009 5:-0.813706 6:-0.856759 7:-0.843318 8:-0.830593 
16384 2:0.0675676 3:-0.0252101 4:-0.79646 5:-0.655392 6:-0.731675 7:-0.716919 8:-0.672147 
16384 2:-0.0540541 3:-0.0252101 4:-0.778761 5:-0.700372 6:-0.786147 7:-0.791968 8:-0.696064 
16384 1:1 2:-0.27027 3:-0.277311 4:-0.840708 5:-0.86329 6:-0.896436 7:-0.881501 8:-0.885401 
16384 2:0.108108 3:0.0588235 4:-0.769912 5:-0.676997 6:-0.757902 7:-0.703752 8:-0.731938 
16384 1:1 2:-0.202703 3:-0.226891 4:-0.823009 5:-0.839915 6:-0.910558 7:-0.823568 8:-0.841555 
16384 1:1 2:-0.256757 3:-0.294118 4:-0.840708 5:-0.875686 6:-0.924008 7:-0.890718 8:-0.867464 
16384 1:1 2:-0.324324 3:-0.378151 4:-0.867257 5:-0.891624 6:-0.937458 7:-0.907834 8:-0.883408 
16384 2:0.135135 3:0.0588235 4:-0.778761 5:-0.663184 6:-0.752522 7:-0.815668 8:-0.666168 
16384 2:0.0135135 3:-0.00840336 4:-0.743363 5:-0.629538 6:-0.720915 7:-0.737986 8:-0.673144 
16384 1:1 2:-0.364865 3:-0.428571 4:-0.867257 5:-0.909687 6:-0.940148 7:-0.913101 8:-0.915296 
16384 1:1 2:-0.27027 3:-0.327731 4:-0.858407 5:-0.881707 6:-0.920646 7:-0.889401 8:-0.895366 
16384 1:-1 2:0.148649 3:0.109244 4:-0.79646 5:-0.520808 6:-0.605245 7:-0.63792 8:-0.61435 
16384 2:0.0540541 3:0.0252101 4:-0.814159 5:-0.648663 6:-0.713517 7:-0.695853 8:-0.723966 
16384 1:-1 2:-0.0540541 3:-0.0588235 4:-0.831858 5:-0.773331 6:-0.839274 7:-0.840685 8:-0.753861 
1231.9881939374536 2:0.22973 3:0.210084 4:-0.743363 5:-0.332743 6:-0.484196 7:-0.514154 8:-0.474838 
16384 1:1 2:-0.283784 3:-0.294118 4:-0.849558 5:-0.871436 6:-0.897781 7:-0.880184 8:-0.873443 
16384 2:0.0810811 3:0.0420168 4:-0.79646 5:-0.65433 6:-0.701412 7:-0.676103 8:-0.736921 
16384 1:1 2:0.0405405 3:0.0420168 4:-0.778761 5:-0.670622 6:-0.746469 7:-0.752469 8:-0.688092 
16384 2:0.0675676 3:0.0252101 4:-0.769912 5:-0.631309 6:-0.735037 7:-0.720869 8:-0.674141 
16384 1:1 2:-0.22973 3:-0.193277 4:-0.823009 5:-0.852311 6:-0.912576 7:-0.863068 8:-0.853513 
16384 2:-0.0135135 3:-0.0252101 4:-0.787611 5:-0.656455 6:-0.737054 7:-0.716919 8:-0.684106 
16384 1:1 2:0.0135135 3:-0.0420168 4:-0.769912 5:-0.738268 6:-0.785474 7:-0.791968 8:-0.793722 
16384 3:-0.0756303 4:-0.787611 5:-0.755622 6:-0.839946 7:-0.780118 8:-0.793722 
16384 2:0.0405405 3:-0.00840336 4:-0.787611 5:-0.655392 6:-0.741762 7:-0.724819 8:-0.694071 
2425.6361807692733 1:-1 2:0.0810811 3:0.0252101 4:-0.778761 5:-0.684788 6:-0.773369 7:-0.788018 8:-0.723966 
16384 2:0.0675676 3:-0.00840336 4:-0.769912 5:-0.67133 6:-0.753194 7:-0.740619 8:-0.714001 
16384 1:-1 2:-0.202703 3:-0.243697 4:-0.80531 5:-0.838144 6:-0.874243 7:-0.878868 8:-0.853513 
16384 1:-1 2:-0.0810811 3:-0.0420168 4:-0.769912 5:-0.741101 6:-0.804976 7:-0.768269 8:-0.763827 
16384 1:-1 2:-0.175676 3:-0.159664 4:-0.814159 5:-0.802373 6:-0.860794 7:-0.839368 8:-0.823617 
16384 1:-1 2:-0.135135 3:-0.193277 4:-0.831858 5:-0.842394 6:-0.896436 7:-0.859118 8:-0.843548 
16384 1:-1 2:-0.0405405 3:-0.092437 4:-0.79646 5:-0.727643 6:-0.802959 7:-0.720869 8:-0.783757 
16384 1:1 2:-0.175676 3:-0.210084 4:-0.787611 5:-0.800956 6:-0.843309 7:-0.828835 8:-0.833582 
16384 1:1 2:-0.162162 3:-0.226891 4:-0.814159 5:-0.795644 6:-0.837929 7:-0.820935 8:-0.8286 
16384 1:-1 3:-0.0756303 4:-0.814159 5:-0.680893 6:-0.759247 7:-0.730086 8:-0.757848 
16384 1:1 2:-0.135135 3:-0.193277 4:-0.79646 5:-0.777581 6:-0.839274 7:-0.844635 8:-0.78276 
16384 1:1 2:-0.121622 3:-0.176471 4:-0.778761 5:-0.706039 6:-0.744452 7:-0.764319 8:-0.768809 
16384 1:1 2:-0.351351 3:-0.344538 4:-0.840708 5:-0.857624 6:-0.918628 7:-0.903884 8:-0.844544 
16384 1:-1 2:-0.27027 3:-0.310924 4:-0.840708 5:-0.85479 6:-0.897108 7:-0.886768 8:-0.850523 
16384 1:1 2:-0.22973 3:-0.193277 4:-0.769912 5:-0.80556 6:-0.880968 7:-0.851218 8:-0.802691 
16384 1:1 2:-0.189189 3:-0.176471 4:-0.823009 5:-0.826811 6:-0.861466 7:-0.876234 8:-0.837569 
16384 1:1 2:-0.256757 3:-0.327731 4:-0.858407 5:-0.865769 6:-0.893746 7:-0.899934 8:-0.877429 
16384 1:1 2:0.0540541 3:0.0252101 4:-0.858407 5:-0.655746 6:-0.744452 7:-0.672153 8:-0.694071 
16384 1:1 2:-0.121622 3:-0.159664 4:-0.849558 5:-0.791039 6:-0.856086 7:-0.815668 8:-0.803687 
16384 1:-1 2:0.0945946 3:0.0756303 4:-0.814159 5:-0.629538 6:-0.707465 7:-0.686636 8:-0.694071 
16384 1:1 2:0.27027 3:0.226891 4:-0.769912 5:-0.378785 6:-0.498319 7:-0.55497 8:-0.544594 
16384 1:1 3:-0.0252101 4:-0.840708 5:-0.732601 6:-0.809011 7:-0.806452 8:-0.753861 
16384 1:1 2:0.108108 3:0.00840336 4:-0.787611 5:-0.613954 6:-0.712172 7:-0.576037 8:-0.723966 
16384 1:1 2:-0.27027 3:-0.277311 4:-0.831858 5:-0.861874 6:-0.911903 7:-0.869651 8:-0.863478 
16384 1:1 2:-0.0135135 3:-0.0588235 4:-0.80531 5:-0.72233 6:-0.790182 7:-0.748519 8:-0.759841 
16384 1:1 2:0.0135135 3:-0.0588235 4:-0.778761 5:-0.754206 6:-0.841291 7:-0.723502 8:-0.773792 
16384 1:1 2:0.189189 3:0.092437 4:-0.761062 5:-0.532849 6:-0.61466 7:-0.449638 8:-0.694071 
16384 2:-0.0135135 3:0.0420168 4:-0.79646 5:-0.646538 6:-0.67384 7:-0.780118 8:-0.711011 
16384 2:0.0810811 3:0.0420168 4:-0.778761 5:-0.614308 6:-0.693342 7:-0.689269 8:-0.660189 
16384 2:0.108108 3:0.00840336 4:-0.814159 5:-0.648663 6:-0.70881 7:-0.748519 8:-0.699053 
16384 1:1 2:0.148649 3:0.159664 4:-0.778761 5:-0.578183 6:-0.638198 7:-0.665569 8:-0.672147 
16384 1:1 2:0.256757 3:0.176471 4:-0.778761 5:-0.370285 6:-0.353732 7:-0.497038 8:-0.600399 
16384 1:-1 2:0.256757 3:0.226891 4:-0.752212 5:-0.431202 6:-0.505044 7:-0.54707 8:-0.584454 
16384 1:-1 2:0.27027 3:0.294118 4:-0.761062 5:-0.350806 6:-0.424344 7:-0.470704 8:-0.529646 
16384 1:1 2:0.297297 3:0.277311 4:-0.743363 5:-0.315389 6:-0.330868 7:-0.55892 8:-0.527653 
16384 1:1 2:0.337838 3:0.277311 4:-0.769912 5:-0.467682 6:-0.531944 7:-0.539171 8:-0.616343 
16384 1:1 2:0.0810811 3:0.0588235 4:-0.778761 5:-0.621038 6:-0.702757 7:-0.681369 8:-0.704036 
16384 1:-1 2:0.162162 3:0.12605 4:-0.769912 5:-0.523995 6:-0.575656 7:-0.63002 8:-0.647235 
16384 1:1 2:0.162162 3:0.193277 4:-0.778761 5:-0.546662 6:-0.612643 7:-0.651086 8:-0.694071 
16384 1:1 2:0.216216 3:0.159664 4:-0.752212 5:-0.482557 6:-0.552118 7:-0.58657 8:-0.664175 
16384 1:-1 2:0.283784 3:0.310924 4:-0.725664 5:-0.299805 6:-0.26967 7:-0.532587 8:-0.56851 
16384 1:1 2:0.337838 3:0.327731 4:-0.725664 5:-0.15495 6:-0.244788 7:-0.325872 8:-0.415047 
16384 1:1 2:0.364865 3:0.462185 4:-0.769912 5:-0.198512 6:-0.213181 7:-0.325872 8:-0.530643 
16384 1:-1 2:0.405405 3:0.327731 4:-0.734513 5:-0.212325 6:-0.212508 7:-0.420671 8:-0.504733 
16384 1:1 2:0.405405 3:0.344538 4:-0.734513 5:-0.261909 6:-0.30464 7:-0.420671 8:-0.464873 
16384 1:-1 2:0.567568 3:0.361345 4:-0.716814 5:0.0568443 6:-0.0739744 7:-0.129691 8:-0.639263 
16384 2:0.148649 3:0.0756303 4:-0.787611 5:-0.617496 6:-0.712172 7:-0.695853 8:-0.664175 
16384 2:0.175676 3:0.159664 4:-0.778761 5:-0.606517 6:-0.64963 7:-0.686636 8:-0.699053 
16384 1:1 2:0.202703 3:0.159664 4:-0.743363 5:-0.45139 6:-0.527236 7:-0.515471 8:-0.63428 
16384 2:0.216216 3:0.159664 4:-0.752212 5:-0.575704 6:-0.648285 7:-0.662936 8:-0.63727 
16384 1:1 2:0.216216 3:0.176471 4:-0.787611 5:-0.466265 6:-0.496301 7:-0.591837 8:-0.602392 
16384 2:0.243243 3:0.12605 4:-0.778761 5:-0.577121 6:-0.65232 7:-0.608953 8:-0.666168 
16384 2:0.256757 3:0.226891 4:-0.752212 5:-0.529308 6:-0.581036 7:-0.63792 8:-0.625311 
16384 1:1 2:0.27027 3:0.193277 4:-0.787611 5:-0.439702 6:-0.417619 7:-0.631336 8:-0.624315 
16384 1:1 2:0.27027 3:0.210084 4:-0.752212 5:-0.420577 6:-0.380632 7:-0.666886 8:-0.56851 
16384 1:1 2:0.283784 3:0.243697 4:-0.734513 5:-0.412431 6:-0.448554 7:-0.536537 8:-0.5715 
16384 1:1 2:0.310811 3:0.260504 4:-0.743363 5:-0.364264 6:-0.37727 7:-0.533904 8:-0.536622 
16384 1:1 2:0.324324 3:0.344538 4:-0.734513 5:-0.321764 6:-0.387357 7:-0.370639 8:-0.544594 
16384 1:1 2:0.337838 3:0.361345 4:-0.734513 5:-0.266513 6:-0.273033 7:-0.465438 8:-0.504733 
16384 1:-1 2:0.351351 3:0.327731 4:-0.716814 5:-0.244909 6:-0.253531 7:-0.437788 8:-0.489786 
16384 1:1 2:0.351351 3:0.277311 4:-0.752212 5:-0.402515 6:-0.462004 7:-0.498354 8:-0.560538 
16384 1:1 2:0.351351 3:0.310924 4:-0.699115 5:-0.277138 6:-0.262946 7:-0.428571 8:-0.54858 
16384 1:1 2:0.351351 3:0.310924 4:-0.743363 5:-0.401452 6:-0.443174 7:-0.489138 8:-0.564524 
16384 1:1 2:0.364865 3:0.310924 4:-0.761062 5:-0.424827 6:-0.493611 7:-0.497038 8:-0.564524 
16384 1:1 2:0.364865 3:0.327731 4:-0.752212 5:-0.320347 6:-0.34768 7:-0.523371 8:-0.498754 
16384 1:1 2:0.378378 3:0.361345 4:-0.743363 5:-0.340181 6:-0.35844 7:-0.520737 8:-0.534629 
